Curve_Robinson Lifestyle Ratchaphruek_20240610174044,,,
Time,Meter2(52757)/Meter Active Power(kW),Robinson Lifestyle Ratchaphruek(00027)/Load Power(kW),Robinson Lifestyle Ratchaphruek(00027)/Plant Power(kW)
12/5/2023 6:00,455.664,456.9,1.236
12/5/2023 6:30,432.645,486.029,53.384
12/5/2023 7:00,274.305,452.116,177.811
12/5/2023 7:30,112.777,457.46,344.683
12/5/2023 8:00,1.638,582.21,580.572
12/5/2023 8:30,1.826,750.512,748.686
12/5/2023 9:00,-126.722,839.048,965.77
12/5/2023 9:30,1179.272,2349.274,1170.002
12/5/2023 10:00,2421.653,3709.061,1287.408
12/5/2023 10:30,2744.367,4098.885,1354.518
12/5/2023 11:00,2558.88,3966.073,1407.193
12/5/2023 11:30,3630.241,4072.613,442.372
12/5/2023 12:00,3446.753,3982.456,535.703
12/5/2023 12:30,3617.345,4061.318,443.973
12/5/2023 13:00,2540.731,3595.111,1054.38
12/5/2023 13:30,2009.731,3541.102,1531.371
12/5/2023 14:00,3088.032,3707.429,619.397
12/5/2023 14:30,1992.824,3385.633,1392.809
12/5/2023 15:00,2317.408,3497.753,1180.345
12/5/2023 15:30,2463.421,3516.517,1053.096
12/5/2023 16:00,2692.993,3656.717,963.724
12/5/2023 16:30,3443.137,3840.432,397.295
12/5/2023 17:00,2133.822,2133.822,0
12/5/2023 17:30,3196.775,3658.653,461.878
12/5/2023 18:00,3512.656,3844.152,331.496
12/5/2023 18:30,3684.823,3759.84,75.017
12/5/2023 19:00,3858.633,3858.633,0
12/5/2023 19:30,3836.016,3836.016,0
